cluster_id,genes,gene_list,size,species_count
Cluster1636,orf19.59 CAGL0I09350g gene-YBR267W gene:KLLA0_F01727g,"['orf19.59', 'CAGL0I09350g', 'gene-YBR267W', 'gene:KLLA0_F01727g']",4,4
Cluster1637,orf19.6197 gene:KLLA0_C16599g CAGL0I03476g gene-YDL160C,"['orf19.6197', 'gene:KLLA0_C16599g', 'CAGL0I03476g', 'gene-YDL160C']",4,4
Cluster1638,orf19.2111 gene-YGR005C CAGL0F08679g gene:KLLA0_C18194g,"['orf19.2111', 'gene-YGR005C', 'CAGL0F08679g', 'gene:KLLA0_C18194g']",4,4
Cluster1639,orf19.7152 gene:KLLA0_F01815g,"['orf19.7152', 'gene:KLLA0_F01815g']",2,2
Cluster1640,orf19.672 gene:KLLA0_C15433g CAGL0K11198g gene-YDR243C,"['orf19.672', 'gene:KLLA0_C15433g', 'CAGL0K11198g', 'gene-YDR243C']",4,4
Cluster1641,gene-YLL008W CAGL0D03124g gene:KLLA0_F15752g orf19.7635,"['gene-YLL008W', 'CAGL0D03124g', 'gene:KLLA0_F15752g', 'orf19.7635']",4,4
Cluster1642,gene:KLLA0_F10505g gene-YBR237W CAGL0K07029g orf19.6831,"['gene:KLLA0_F10505g', 'gene-YBR237W', 'CAGL0K07029g', 'orf19.6831']",4,4
Cluster1643,orf19.6652 gene:KLLA0_A05203g gene-YHR169W CAGL0I02354g,"['orf19.6652', 'gene:KLLA0_A05203g', 'gene-YHR169W', 'CAGL0I02354g']",4,4
Cluster1644,gene:KLLA0_C15499g CAGL0H03377g gene-YGL078C orf19.4870,"['gene:KLLA0_C15499g', 'CAGL0H03377g', 'gene-YGL078C', 'orf19.4870']",4,4
Cluster1645,orf19.3962 gene:KLLA0_A09669g gene-YMR290C CAGL0M13519g,"['orf19.3962', 'gene:KLLA0_A09669g', 'gene-YMR290C', 'CAGL0M13519g']",4,4
Cluster1646,gene:KLLA0_F23716g CAGL0L03846g gene-YNL112W orf19.171,"['gene:KLLA0_F23716g', 'CAGL0L03846g', 'gene-YNL112W', 'orf19.171']",4,4
Cluster1647,orf19.341,['orf19.341'],1,1
Cluster1648,CAGL0L10406g gene-YOR065W gene:KLLA0_F16555g orf19.3527,"['CAGL0L10406g', 'gene-YOR065W', 'gene:KLLA0_F16555g', 'orf19.3527']",4,4
Cluster1649,CAGL0K12980g,['CAGL0K12980g'],1,1
Cluster1650,orf19.4676 gene:KLLA0_C12639g gene-YKL053C-A CAGL0M13057g,"['orf19.4676', 'gene:KLLA0_C12639g', 'gene-YKL053C-A', 'CAGL0M13057g']",4,4
Cluster1651,orf19.7388 gene:KLLA0_E15313g CAGL0L05632g gene-YJL128C,"['orf19.7388', 'gene:KLLA0_E15313g', 'CAGL0L05632g', 'gene-YJL128C']",4,4
Cluster1652,orf19.4723 gene-YDL045C CAGL0K01397g gene:KLLA0_E13377g,"['orf19.4723', 'gene-YDL045C', 'CAGL0K01397g', 'gene:KLLA0_E13377g']",4,4
Cluster1653,orf19.6912,['orf19.6912'],1,1
Cluster1654,CAGL0G04213g gene-YGR180C,"['CAGL0G04213g', 'gene-YGR180C']",2,2
Cluster1655,gene:KLLA0_D13068g,['gene:KLLA0_D13068g'],1,1
Cluster1656,orf19.7398,['orf19.7398'],1,1
Cluster1657,gene-YMR321C,['gene-YMR321C'],1,1
Cluster1658,gene-YER039C-A,['gene-YER039C-A'],1,1
Cluster1659,gene:KLLA0_F07425g CAGL0L06930g gene-YDL085C-A,"['gene:KLLA0_F07425g', 'CAGL0L06930g', 'gene-YDL085C-A']",3,3
Cluster1660,orf19.2965.1,['orf19.2965.1'],1,1
Cluster1661,CAGL0B00220g,['CAGL0B00220g'],1,1
Cluster1662,CAGL0E00363g,['CAGL0E00363g'],1,1
Cluster1663,orf19.7666,['orf19.7666'],1,1
Cluster1664,gene:KLLA0_B07953g gene-YGR065C CAGL0K04609g CAGL0K04565g,"['gene:KLLA0_B07953g', 'gene-YGR065C', 'CAGL0K04609g', 'CAGL0K04565g']",4,3
Cluster1665,gene-YLL055W gene:KLLA0_C18678g,"['gene-YLL055W', 'gene:KLLA0_C18678g']",2,2
Cluster1666,gene-YOL162W,['gene-YOL162W'],1,1
Cluster1667,CAGL0J00979r,['CAGL0J00979r'],1,1
Cluster1668,CAGL0H08459g gene-YBR096W gene:KLLA0_B11968g orf19.5777,"['CAGL0H08459g', 'gene-YBR096W', 'gene:KLLA0_B11968g', 'orf19.5777']",4,4
Cluster1669,orf19.2397,['orf19.2397'],1,1
Cluster1670,gene:KLLA0_F00286g,['gene:KLLA0_F00286g'],1,1
Cluster1671,gene:KLLA0_A04323g,['gene:KLLA0_A04323g'],1,1
Cluster1672,CAGL0G02519g gene:KLLA0_A00550g orf19.4680,"['CAGL0G02519g', 'gene:KLLA0_A00550g', 'orf19.4680']",3,3
Cluster1673,gene-YOL163W,['gene-YOL163W'],1,1
Cluster1674,CAGL0M06435g gene-YBR186W gene:KLLA0_E23783g,"['CAGL0M06435g', 'gene-YBR186W', 'gene:KLLA0_E23783g']",3,3
Cluster1675,gene-YNL072W CAGL0J10208g gene:KLLA0_F04774g orf19.6562,"['gene-YNL072W', 'CAGL0J10208g', 'gene:KLLA0_F04774g', 'orf19.6562']",4,4
Cluster1676,CAGL0G01210g gene-YLR351C gene:KLLA0_A02453g orf19.2351,"['CAGL0G01210g', 'gene-YLR351C', 'gene:KLLA0_A02453g', 'orf19.2351']",4,4
Cluster1677,orf19.1354 CAGL0M12551g gene-YIL057C,"['orf19.1354', 'CAGL0M12551g', 'gene-YIL057C']",3,3
Cluster1678,gene-YOR307C CAGL0I09746g gene:KLLA0_F08569g orf19.4199,"['gene-YOR307C', 'CAGL0I09746g', 'gene:KLLA0_F08569g', 'orf19.4199']",4,4
Cluster1679,gene-YMR119W CAGL0K03641g orf19.6440,"['gene-YMR119W', 'CAGL0K03641g', 'orf19.6440']",3,3
Cluster1680,CAGL0D01078g gene-YIL109C orf19.4732,"['CAGL0D01078g', 'gene-YIL109C', 'orf19.4732']",3,3
Cluster1681,gene-YCL008C CAGL0H03927g gene:KLLA0_D04752g orf19.2343,"['gene-YCL008C', 'CAGL0H03927g', 'gene:KLLA0_D04752g', 'orf19.2343']",4,4
Cluster1682,orf19.1635 gene-YEL054C gene:KLLA0_A01903g gene-YDR418W CAGL0F02937g,"['orf19.1635', 'gene-YEL054C', 'gene:KLLA0_A01903g', 'gene-YDR418W', 'CAGL0F02937g']",5,4
Cluster1683,CAGL0L12540g gene-YPL037C gene:KLLA0_D11924g gene-YDR252W orf19.1154,"['CAGL0L12540g', 'gene-YPL037C', 'gene:KLLA0_D11924g', 'gene-YDR252W', 'orf19.1154']",5,4
Cluster1684,gene-YOL051W CAGL0F00803g gene:KLLA0_F07579g CAGL0H06215g orf19.5105,"['gene-YOL051W', 'CAGL0F00803g', 'gene:KLLA0_F07579g', 'CAGL0H06215g', 'orf19.5105']",5,4
Cluster1685,CAGL0I09504g gene-YBR274W gene:KLLA0_F01276g,"['CAGL0I09504g', 'gene-YBR274W', 'gene:KLLA0_F01276g']",3,3
Cluster1686,orf19.5253,['orf19.5253'],1,1
Cluster1687,CAGL0G01716g gene-YPR106W,"['CAGL0G01716g', 'gene-YPR106W']",2,2
Cluster1688,CAGL0E02145g,['CAGL0E02145g'],1,1
Cluster1689,gene-YOL128C,['gene-YOL128C'],1,1
Cluster1690,orf19.5181,['orf19.5181'],1,1
Cluster1691,gene-YJL165C CAGL0I06248g,"['gene-YJL165C', 'CAGL0I06248g']",2,2
Cluster1692,gene-YJL013C CAGL0G06930g,"['gene-YJL013C', 'CAGL0G06930g']",2,2
Cluster1693,gene:KLLA0_A06820g CAGL0M08360g gene-YKL168C,"['gene:KLLA0_A06820g', 'CAGL0M08360g', 'gene-YKL168C']",3,3
Cluster1694,gene:KLLA0_F01408g CAGL0J04972g,"['gene:KLLA0_F01408g', 'CAGL0J04972g']",2,2
Cluster1695,gene:KLLA0_E04379g CAGL0J02728g gene-YER047C orf19.7558,"['gene:KLLA0_E04379g', 'CAGL0J02728g', 'gene-YER047C', 'orf19.7558']",4,4
Cluster1696,CAGL0A02706g gene-YDR363W gene:KLLA0_E21275g orf19.2326,"['CAGL0A02706g', 'gene-YDR363W', 'gene:KLLA0_E21275g', 'orf19.2326']",4,4
Cluster1697,gene:KLLA0_C14366g gene-YOR320C CAGL0I09922g,"['gene:KLLA0_C14366g', 'gene-YOR320C', 'CAGL0I09922g']",3,3
Cluster1698,gene:KLLA0_F17094g gene-YMR137C CAGL0I00880g orf19.2926,"['gene:KLLA0_F17094g', 'gene-YMR137C', 'CAGL0I00880g', 'orf19.2926']",4,4
Cluster1699,gene-YAL065C,['gene-YAL065C'],1,1
Cluster1700,orf19.3231 CAGL0C01903g gene-YBL084C gene:KLLA0_E20857g,"['orf19.3231', 'CAGL0C01903g', 'gene-YBL084C', 'gene:KLLA0_E20857g']",4,4
Cluster1701,gene:KLLA0_B05995g CAGL0E04730r orf19.5573,"['gene:KLLA0_B05995g', 'CAGL0E04730r', 'orf19.5573']",3,3
Cluster1702,gene-YGR238C CAGL0F07997g orf19.6092 gene:KLLA0_E15511g gene-YHR158C CAGL0I02090g,"['gene-YGR238C', 'CAGL0F07997g', 'orf19.6092', 'gene:KLLA0_E15511g', 'gene-YHR158C', 'CAGL0I02090g']",6,4
Cluster1703,orf19.1721 gene:KLLA0_F04037g gene-YNL036W CAGL0G01540g,"['orf19.1721', 'gene:KLLA0_F04037g', 'gene-YNL036W', 'CAGL0G01540g']",4,4
Cluster1704,orf19.3203 gene:KLLA0_C03300g CAGL0F02497g gene-YJL204C,"['orf19.3203', 'gene:KLLA0_C03300g', 'CAGL0F02497g', 'gene-YJL204C']",4,4
Cluster1705,gene:KLLA0_E24509g gene-YBR173C CAGL0M06171g orf19.3140.1,"['gene:KLLA0_E24509g', 'gene-YBR173C', 'CAGL0M06171g', 'orf19.3140.1']",4,4
Cluster1706,orf19.3058 CAGL0F08239g gene-YGR255C gene:KLLA0_C02761g,"['orf19.3058', 'CAGL0F08239g', 'gene-YGR255C', 'gene:KLLA0_C02761g']",4,4
Cluster1707,orf19.6867 orf19.1034 gene:KLLA0_B04796g,"['orf19.6867', 'orf19.1034', 'gene:KLLA0_B04796g']",3,2
Cluster1708,gene:KLLA0_C05786g gene-YGL127C CAGL0I00308g orf19.1429,"['gene:KLLA0_C05786g', 'gene-YGL127C', 'CAGL0I00308g', 'orf19.1429']",4,4
Cluster1709,gene-YLR175W CAGL0H03685g gene:KLLA0_D04796g orf19.1833,"['gene-YLR175W', 'CAGL0H03685g', 'gene:KLLA0_D04796g', 'orf19.1833']",4,4
Cluster1710,gene-YPL170W CAGL0F03553g gene:KLLA0_C09757g orf19.489,"['gene-YPL170W', 'CAGL0F03553g', 'gene:KLLA0_C09757g', 'orf19.489']",4,4
Cluster1711,gene:KLLA0_F20900g gene-YNL194C CAGL0G05566g gene-YDL222C orf19.6489,"['gene:KLLA0_F20900g', 'gene-YNL194C', 'CAGL0G05566g', 'gene-YDL222C', 'orf19.6489']",5,4
Cluster1712,orf19.3414 gene:KLLA0_A08184g gene-YML052W CAGL0L01551g,"['orf19.3414', 'gene:KLLA0_A08184g', 'gene-YML052W', 'CAGL0L01551g']",4,4
Cluster1713,orf19.1364,['orf19.1364'],1,1
Cluster1714,orf19.3781,['orf19.3781'],1,1
Cluster1715,orf19.4063,['orf19.4063'],1,1
Cluster1716,gene-YKL183C-A,['gene-YKL183C-A'],1,1
Cluster1717,gene-YMR316C-A,['gene-YMR316C-A'],1,1
Cluster1718,gene:KLLA0_E05589g,['gene:KLLA0_E05589g'],1,1
Cluster1719,orf19.6507,['orf19.6507'],1,1
Cluster1720,CAGL0K10802r gene-YNCM0005C,"['CAGL0K10802r', 'gene-YNCM0005C']",2,2
Cluster1721,gene:KLLA0_F21714g,['gene:KLLA0_F21714g'],1,1
Cluster1722,gene:KLLA0_F02860g,['gene:KLLA0_F02860g'],1,1
Cluster1723,CAGL0L03355g gene-YKR045C,"['CAGL0L03355g', 'gene-YKR045C']",2,2
Cluster1724,orf19.2365 CAGL0J08030g gene-YNL262W gene:KLLA0_C02585g,"['orf19.2365', 'CAGL0J08030g', 'gene-YNL262W', 'gene:KLLA0_C02585g']",4,4
Cluster1725,CAGL0A02343g,['CAGL0A02343g'],1,1
Cluster1726,CAGL0K08492g gene-YKL100C,"['CAGL0K08492g', 'gene-YKL100C']",2,2
Cluster1727,gene:KLLA0_B13948g gene-YJR066W CAGL0F00495g gene-YKL203C CAGL0K00517g orf19.2290,"['gene:KLLA0_B13948g', 'gene-YJR066W', 'CAGL0F00495g', 'gene-YKL203C', 'CAGL0K00517g', 'orf19.2290']",6,4
Cluster1728,CAGL0I09042g gene-YFR027W orf19.5053,"['CAGL0I09042g', 'gene-YFR027W', 'orf19.5053']",3,3
Cluster1729,gene-YDR104C gene:KLLA0_F12034g orf19.2129,"['gene-YDR104C', 'gene:KLLA0_F12034g', 'orf19.2129']",3,3
Cluster1730,gene:KLLA0_E02289g gene-YOR122C orf19.5076,"['gene:KLLA0_E02289g', 'gene-YOR122C', 'orf19.5076']",3,3
Cluster1731,orf19.3181.1 gene-YJL205C,"['orf19.3181.1', 'gene-YJL205C']",2,2
Cluster1732,CAGL0C05313g gene-YDL040C gene:KLLA0_F08459g orf19.3185,"['CAGL0C05313g', 'gene-YDL040C', 'gene:KLLA0_F08459g', 'orf19.3185']",4,4
Cluster1733,CAGL0A03498g gene-YLR035C gene:KLLA0_F17347g,"['CAGL0A03498g', 'gene-YLR035C', 'gene:KLLA0_F17347g']",3,3
Cluster1734,orf19.3182 CAGL0J07898g gene-YNL255C gene:KLLA0_C02805g,"['orf19.3182', 'CAGL0J07898g', 'gene-YNL255C', 'gene:KLLA0_C02805g']",4,4
Cluster1735,orf19.319 gene:KLLA0_C10901g gene-YDR286C CAGL0H01111g,"['orf19.319', 'gene:KLLA0_C10901g', 'gene-YDR286C', 'CAGL0H01111g']",4,4
Cluster1736,gene:KLLA0_E16589g gene-YGR203W CAGL0K00935g orf19.4185,"['gene:KLLA0_E16589g', 'gene-YGR203W', 'CAGL0K00935g', 'orf19.4185']",4,4
Cluster1737,gene-YOL111C CAGL0E02167g gene:KLLA0_A07513g orf19.3183,"['gene-YOL111C', 'CAGL0E02167g', 'gene:KLLA0_A07513g', 'orf19.3183']",4,4
Cluster1738,orf19.4446,['orf19.4446'],1,1
Cluster1739,gene-YNCB0002W CAGL0K09636r gene-YNCG0020C CAGL0F02189r,"['gene-YNCB0002W', 'CAGL0K09636r', 'gene-YNCG0020C', 'CAGL0F02189r']",4,2
Cluster1740,tQ(UUG)5,['tQ(UUG)5'],1,0
Cluster1741,tR(ACG)2,['tR(ACG)2'],1,0
Cluster1742,gene-YDL176W CAGL0J06270g gene:KLLA0_F05819g,"['gene-YDL176W', 'CAGL0J06270g', 'gene:KLLA0_F05819g']",3,3
Cluster1743,orf19.1778,['orf19.1778'],1,1
Cluster1744,gene:KLLA0_C15741g gene-YGR079W CAGL0K01155g,"['gene:KLLA0_C15741g', 'gene-YGR079W', 'CAGL0K01155g']",3,3
Cluster1745,tR(UCU)5,['tR(UCU)5'],1,0
Cluster1746,orf19.5992 gene:KLLA0_A03421g,"['orf19.5992', 'gene:KLLA0_A03421g']",2,2
Cluster1747,gene-YOR368W CAGL0J07216g gene:KLLA0_F00330g orf19.366,"['gene-YOR368W', 'CAGL0J07216g', 'gene:KLLA0_F00330g', 'orf19.366']",4,4
Cluster1748,gene:KLLA0_F20603g,['gene:KLLA0_F20603g'],1,1
Cluster1749,gene:KLLA0_A05302g,['gene:KLLA0_A05302g'],1,1
Cluster1750,orf19.3113,['orf19.3113'],1,1
Cluster1751,orf19.3107,['orf19.3107'],1,1
Cluster1752,gene-YDR366C,['gene-YDR366C'],1,1
Cluster1753,orf19.5145,['orf19.5145'],1,1
Cluster1754,gene-YNCD0016C,['gene-YNCD0016C'],1,1
Cluster1755,gene-YDR169C-A,['gene-YDR169C-A'],1,1
Cluster1756,orf19.3109,['orf19.3109'],1,1
Cluster1757,gene:KLLA0_C14740g,['gene:KLLA0_C14740g'],1,1
Cluster1758,gene-YGR002C CAGL0F08613g gene:KLLA0_C18315g orf19.7492,"['gene-YGR002C', 'CAGL0F08613g', 'gene:KLLA0_C18315g', 'orf19.7492']",4,4
Cluster1759,orf19.3115,['orf19.3115'],1,1
Cluster1760,CAGL0F03597g,['CAGL0F03597g'],1,1
Cluster1761,gene:KLLA0_E09615g gene-YLR005W CAGL0G04059g orf19.1457,"['gene:KLLA0_E09615g', 'gene-YLR005W', 'CAGL0G04059g', 'orf19.1457']",4,4
Cluster1762,CAGL0A01496r CAGL0E03377r gene-YNCF0005C,"['CAGL0A01496r', 'CAGL0E03377r', 'gene-YNCF0005C']",3,2
Cluster1763,orf19.4894 gene-YER010C CAGL0H09636g gene:KLLA0_D13442g,"['orf19.4894', 'gene-YER010C', 'CAGL0H09636g', 'gene:KLLA0_D13442g']",4,4
Cluster1764,gene:KLLA0_C07579g CAGL0J03322g gene-YER080W orf19.3312,"['gene:KLLA0_C07579g', 'CAGL0J03322g', 'gene-YER080W', 'orf19.3312']",4,4
Cluster1765,gene-YMR194C-B CAGL0K10879g orf19.3577.1,"['gene-YMR194C-B', 'CAGL0K10879g', 'orf19.3577.1']",3,3
Cluster1766,orf19.1617 CAGL0H01045g gene-YDR282C gene:KLLA0_C11165g,"['orf19.1617', 'CAGL0H01045g', 'gene-YDR282C', 'gene:KLLA0_C11165g']",4,4
Cluster1767,gene:KLLA0_F07293g CAGL0I00682g gene-YMR150C orf19.3061,"['gene:KLLA0_F07293g', 'CAGL0I00682g', 'gene-YMR150C', 'orf19.3061']",4,4
Cluster1768,orf19.2209 gene:KLLA0_C13772g CAGL0J08613g gene-YOR087W,"['orf19.2209', 'gene:KLLA0_C13772g', 'CAGL0J08613g', 'gene-YOR087W']",4,4
Cluster1769,gene-YBR222C CAGL0K06853g,"['gene-YBR222C', 'CAGL0K06853g']",2,2
Cluster1770,orf19.3550,['orf19.3550'],1,1
Cluster1771,gene:KLLA0_F20504g gene-YOR171C CAGL0K05995g,"['gene:KLLA0_F20504g', 'gene-YOR171C', 'CAGL0K05995g']",3,3
Cluster1772,orf19.4783,['orf19.4783'],1,1
Cluster1773,orf19.7379,['orf19.7379'],1,1
Cluster1774,gene-YGR256W CAGL0M13343g,"['gene-YGR256W', 'CAGL0M13343g']",2,2
Cluster1775,gene:KLLA0_E06931g CAGL0G03619g gene-YER119C orf19.1210,"['gene:KLLA0_E06931g', 'CAGL0G03619g', 'gene-YER119C', 'orf19.1210']",4,4
Cluster1776,orf19.2158,['orf19.2158'],1,1
Cluster1777,gene:KLLA0_D10615g CAGL0H00440g gene-YJR124C orf19.3218,"['gene:KLLA0_D10615g', 'CAGL0H00440g', 'gene-YJR124C', 'orf19.3218']",4,4
Cluster1778,orf19.4909.1 gene-YHR141C gene:KLLA0_D07832g gene-YNL162W,"['orf19.4909.1', 'gene-YHR141C', 'gene:KLLA0_D07832g', 'gene-YNL162W']",4,3
Cluster1779,orf19.2458 CAGL0I00836g gene-YMR140W gene:KLLA0_E22045g,"['orf19.2458', 'CAGL0I00836g', 'gene-YMR140W', 'gene:KLLA0_E22045g']",4,4
Cluster1780,orf19.2185 gene:KLLA0_F10593g CAGL0F07403g gene-YGL111W,"['orf19.2185', 'gene:KLLA0_F10593g', 'CAGL0F07403g', 'gene-YGL111W']",4,4
Cluster1781,orf19.5420 gene-YEL050C CAGL0J11858g gene:KLLA0_A02035g,"['orf19.5420', 'gene-YEL050C', 'CAGL0J11858g', 'gene:KLLA0_A02035g']",4,4
Cluster1782,orf19.905 gene-YBL089W CAGL0H04587g,"['orf19.905', 'gene-YBL089W', 'CAGL0H04587g']",3,3
Cluster1783,orf19.2160,['orf19.2160'],1,1
Cluster1784,orf19.729.1 gene:KLLA0_D05819g CAGL0K12892g gene-YFL047W,"['orf19.729.1', 'gene:KLLA0_D05819g', 'CAGL0K12892g', 'gene-YFL047W']",4,4
Cluster1785,gene:KLLA0_B06237g gene-YGR024C CAGL0J00209g orf19.7063,"['gene:KLLA0_B06237g', 'gene-YGR024C', 'CAGL0J00209g', 'orf19.7063']",4,4
Cluster1786,gene-YBL086C CAGL0C01815g gene:KLLA0_E20923g orf19.6457,"['gene-YBL086C', 'CAGL0C01815g', 'gene:KLLA0_E20923g', 'orf19.6457']",4,4
Cluster1787,orf19.794 gene:KLLA0_D11814g CAGL0L12650g gene-YPL042C,"['orf19.794', 'gene:KLLA0_D11814g', 'CAGL0L12650g', 'gene-YPL042C']",4,4
Cluster1788,gene-YER155C CAGL0I06512g gene:KLLA0_E00903g orf19.2771 CAGL0J06996g gene-YPL115C gene:KLLA0_F00814g,"['gene-YER155C', 'CAGL0I06512g', 'gene:KLLA0_E00903g', 'orf19.2771', 'CAGL0J06996g', 'gene-YPL115C', 'gene:KLLA0_F00814g']",7,4
Cluster1789,CAGL0M09383g gene-YBL104C gene:KLLA0_E06469g orf19.5897,"['CAGL0M09383g', 'gene-YBL104C', 'gene:KLLA0_E06469g', 'orf19.5897']",4,4
Cluster1790,orf19.2943.5,['orf19.2943.5'],1,1
Cluster1791,orf19.2936,['orf19.2936'],1,1
Cluster1792,orf19.2691,['orf19.2691'],1,1
Cluster1793,orf19.27,['orf19.27'],1,1
Cluster1794,gene-YAL064W-B,['gene-YAL064W-B'],1,1
Cluster1795,orf19.4593 CAGL0I07249g gene-YOR134W gene-YDR379W CAGL0A03058g gene:KLLA0_E02597g,"['orf19.4593', 'CAGL0I07249g', 'gene-YOR134W', 'gene-YDR379W', 'CAGL0A03058g', 'gene:KLLA0_E02597g']",6,4
Cluster1796,gene-YNCC0002W,['gene-YNCC0002W'],1,1
Cluster1797,CAGL0B01034r,['CAGL0B01034r'],1,1
Cluster1798,orf19.6936 gene-YPL153C CAGL0M02233g gene:KLLA0_F11143g,"['orf19.6936', 'gene-YPL153C', 'CAGL0M02233g', 'gene:KLLA0_F11143g']",4,4
Cluster1799,orf19.270,['orf19.270'],1,1
Cluster1800,gene:KLLA0_D15961g CAGL0J02332g gene-YIL017C,"['gene:KLLA0_D15961g', 'CAGL0J02332g', 'gene-YIL017C']",3,3
Cluster1801,orf19.5996.1 gene-YNL302C gene:KLLA0_A07194g gene-YOL121C,"['orf19.5996.1', 'gene-YNL302C', 'gene:KLLA0_A07194g', 'gene-YOL121C']",4,3
Cluster1802,gene-YNR075W,['gene-YNR075W'],1,1
Cluster1803,gene:KLLA0_A04961g CAGL0A00363g gene-YGL009C orf19.7498,"['gene:KLLA0_A04961g', 'CAGL0A00363g', 'gene-YGL009C', 'orf19.7498']",4,4
Cluster1804,orf19.7387 gene:KLLA0_E23937g gene-YPL086C CAGL0M06369g,"['orf19.7387', 'gene:KLLA0_E23937g', 'gene-YPL086C', 'CAGL0M06369g']",4,4
Cluster1805,orf19.4882 gene:KLLA0_A05951g gene-YKR062W CAGL0M05863g,"['orf19.4882', 'gene:KLLA0_A05951g', 'gene-YKR062W', 'CAGL0M05863g']",4,4
Cluster1806,orf19.7522,['orf19.7522'],1,1
Cluster1807,orf19.4879.2 gene-YER009W CAGL0H09658g gene:KLLA0_D13508g,"['orf19.4879.2', 'gene-YER009W', 'CAGL0H09658g', 'gene:KLLA0_D13508g']",4,4
Cluster1808,orf19.1234,['orf19.1234'],1,1
Cluster1809,gene:KLLA0_F07249g gene-YDL087C CAGL0L07040g orf19.3116,"['gene:KLLA0_F07249g', 'gene-YDL087C', 'CAGL0L07040g', 'orf19.3116']",4,4
Cluster1810,gene-YAR027W,['gene-YAR027W'],1,1
Cluster1811,orf19.1214 gene-YBL091C CAGL0G03641g gene:KLLA0_E06887g,"['orf19.1214', 'gene-YBL091C', 'CAGL0G03641g', 'gene:KLLA0_E06887g']",4,4
Cluster1812,CAGL0I03014g,['CAGL0I03014g'],1,1
Cluster1813,orf19.6659 gene-YGR191W CAGL0B03773g gene:KLLA0_A11770g,"['orf19.6659', 'gene-YGR191W', 'CAGL0B03773g', 'gene:KLLA0_A11770g']",4,4
Cluster1814,gene:KLLA0_F18909g gene-YBR072W,"['gene:KLLA0_F18909g', 'gene-YBR072W']",2,2
Cluster1815,CAGL0D02178g gene-YOL020W gene:KLLA0_A10813g orf19.3195,"['CAGL0D02178g', 'gene-YOL020W', 'gene:KLLA0_A10813g', 'orf19.3195']",4,4
Cluster1816,gene-YNCB0017C CAGL0H02915r,"['gene-YNCB0017C', 'CAGL0H02915r']",2,2
Cluster1817,CAGL0H08393g gene-YBR069C gene-YDR046C orf19.1799,"['CAGL0H08393g', 'gene-YBR069C', 'gene-YDR046C', 'orf19.1799']",4,3
Cluster1818,gene-YHL044W,['gene-YHL044W'],1,1
Cluster1819,orf19.7566 CAGL0L07546g gene-YBR068C gene:KLLA0_C01606g,"['orf19.7566', 'CAGL0L07546g', 'gene-YBR068C', 'gene:KLLA0_C01606g']",4,4
Cluster1820,gene-YAR031W,['gene-YAR031W'],1,1
Cluster1821,orf19.2445 gene:KLLA0_B14685g,"['orf19.2445', 'gene:KLLA0_B14685g']",2,2
Cluster1822,CAGL0M05555r,['CAGL0M05555r'],1,1
Cluster1823,orf19.4679 CAGL0C00539g gene-YBR132C gene:KLLA0_C15873g,"['orf19.4679', 'CAGL0C00539g', 'gene-YBR132C', 'gene:KLLA0_C15873g']",4,4
Cluster1824,gene-YNL093W,['gene-YNL093W'],1,1
Cluster1825,gene-YPL265W CAGL0A01199g gene:KLLA0_E16281g orf19.2942,"['gene-YPL265W', 'CAGL0A01199g', 'gene:KLLA0_E16281g', 'orf19.2942']",4,4
Cluster1826,gene-YPL274W orf19.4456 gene-YLL061W gene:KLLA0_B06776g,"['gene-YPL274W', 'orf19.4456', 'gene-YLL061W', 'gene:KLLA0_B06776g']",4,3
Cluster1827,orf19.3671,['orf19.3671'],1,1
Cluster1828,orf19.3678,['orf19.3678'],1,1
Cluster1829,gene:KLLA0_D00269g,['gene:KLLA0_D00269g'],1,1
Cluster1830,gene-YPL161C CAGL0M02079g gene:KLLA0_C10098g,"['gene-YPL161C', 'CAGL0M02079g', 'gene:KLLA0_C10098g']",3,3
Cluster1831,gene:KLLA0_F19800g,['gene:KLLA0_F19800g'],1,1
Cluster1832,orf19.692,['orf19.692'],1,1
Cluster1833,CAGL0E04466g,['CAGL0E04466g'],1,1
Cluster1834,gene:KLLA0_D06193g,['gene:KLLA0_D06193g'],1,1
Cluster1835,gene:KLLA0_B02376g,['gene:KLLA0_B02376g'],1,1
Cluster1836,gene-YFL015C,['gene-YFL015C'],1,1
Cluster1837,CAGL0B00484g gene-YCL054W gene:KLLA0_C00737g orf19.76,"['CAGL0B00484g', 'gene-YCL054W', 'gene:KLLA0_C00737g', 'orf19.76']",4,4
Cluster1838,orf19.1290 gene:KLLA0_E09769g gene-YGR194C CAGL0G09339g,"['orf19.1290', 'gene:KLLA0_E09769g', 'gene-YGR194C', 'CAGL0G09339g']",4,4
Cluster1839,gene:KLLA0_F20570g CAGL0K02035g gene-YER134C orf19.6929,"['gene:KLLA0_F20570g', 'CAGL0K02035g', 'gene-YER134C', 'orf19.6929']",4,4
Cluster1840,gene:KLLA0_F18414g CAGL0H10252g gene-YBR061C orf19.6751,"['gene:KLLA0_F18414g', 'CAGL0H10252g', 'gene-YBR061C', 'orf19.6751']",4,4
Cluster1841,orf19.7364 gene:KLLA0_B14619g,"['orf19.7364', 'gene:KLLA0_B14619g']",2,2
Cluster1842,orf19.7601 gene:KLLA0_B01980g CAGL0H08954g gene-YGL136C,"['orf19.7601', 'gene:KLLA0_B01980g', 'CAGL0H08954g', 'gene-YGL136C']",4,4
