cgla_gene,scer_gene,cluster
CAGL0G05049g,YDR063W,Cluster6851
CAGL0G05049g,YDR063W,Cluster6851
CAGL0G05027g,YDR064W,Cluster310
CAGL0G05027g,YDR064W,Cluster310
CAGL0G05159g,YDR065W,Cluster5199
CAGL0G05159g,YDR065W,Cluster5199
CAGL0G05203g,YDR067C,Cluster2845
CAGL0G05203g,YDR067C,Cluster2845
CAGL0G05225g,YDR068W,Cluster12415
CAGL0G05225g,YDR068W,Cluster12415
CAGL0G05269g,YDR070C,Cluster11600
CAGL0G05269g,YDR070C,Cluster11600
CAGL0K10054g,YDR081C,Cluster10488
CAGL0K10054g,YDR081C,Cluster10488
CAGL0K10032g,YDR082W,Cluster5005
CAGL0K10032g,YDR082W,Cluster5005
CAGL0K10010g,YDR083W,Cluster8142
CAGL0K10010g,YDR083W,Cluster8142
CAGL0I08591g,YDR085C,Cluster154
CAGL0I08591g,YDR085C,Cluster154
CAGL0M11104g,YDR086C,Cluster5176
CAGL0M11104g,YDR086C,Cluster5176
CAGL0M11110g,YDR087C,Cluster8366
CAGL0M11110g,YDR087C,Cluster8366
CAGL0C03696g,YDR089W,Cluster8215
CAGL0C03696g,YDR089W,Cluster8215
CAGL0G08041g,YDR091C,Cluster1363
CAGL0G08041g,YDR091C,Cluster1363
CAGL0G08063g,YDR092W,Cluster7733
CAGL0G08063g,YDR092W,Cluster7733
CAGL0G08129g,YDR097C,Cluster8308
CAGL0G08129g,YDR097C,Cluster8308
CAGL0L06314g,YDR101C,Cluster7755
CAGL0L06314g,YDR101C,Cluster7755
CAGL0B01683g,YDR107C,Cluster12232
CAGL0B01683g,YDR107C,Cluster12232
CAGL0B01771g,YDR110W,Cluster2173
CAGL0B01771g,YDR110W,Cluster2173
CAGL0B01903g,YDR121W,Cluster10982
CAGL0B01903g,YDR121W,Cluster10982
CAGL0B01925g,YDR122W,Cluster9265
CAGL0B01925g,YDR122W,Cluster9265
CAGL0B01947g,YDR123C,Cluster4393
CAGL0B01947g,YDR123C,Cluster4393
CAGL0E01287g,YDR148C,Cluster6474
CAGL0E01287g,YDR148C,Cluster6474
CAGL0E01045g,YDR162C,Cluster9356
CAGL0E01045g,YDR162C,Cluster9356
CAGL0E01023g,YDR163W,Cluster9228
CAGL0E01023g,YDR163W,Cluster9228
CAGL0E01001g,YDR164C,Cluster9444
CAGL0E01001g,YDR164C,Cluster9444
