Cluster1	orf19.2123
Cluster4472	CAGL0D01936g
Cluster4472	gene:KLLA0_F17820g
Cluster4473	orf19.2597
Cluster4473	gene:KLLA0_F02519g
Cluster4473	gene-YOR334W
Cluster4473	CAGL0E05368g
Cluster4474	orf19.3455
Cluster4474	gene-YPL060W
Cluster4474	gene:KLLA0_F28017g
Cluster4475	gene:KLLA0_D04158g
Cluster4475	orf19.6874
Cluster4476	orf19.2020
Cluster4476	gene-YDR343C
Cluster4476	CAGL0A00737g
Cluster4476	gene-YHR092C
Cluster4476	CAGL0A02233g
Cluster4476	gene-YDR342C
Cluster4477	orf19.6422
Cluster4477	gene-YJL156C
Cluster4477	gene:KLLA0_B07491g
Cluster4478	gene-YPR191W
Cluster4478	gene:KLLA0_B03564g
Cluster4478	orf19.2644
Cluster4479	gene:KLLA0_C15191g
Cluster4479	CAGL0J09658g
Cluster4479	gene-YDL206W
Cluster4479	orf19.4372
Cluster4480	orf19.4981
Cluster4480	gene:KLLA0_D10912g
Cluster4480	CAGL0C04961g
Cluster4480	gene-YJR106W
Cluster4481	orf19.1135
Cluster4481	gene-YMR284W
Cluster4481	gene:KLLA0_C06226g
Cluster4482	CAGL0K05489g
Cluster4483	orf19.3981
Cluster4483	gene-YJR160C
Cluster4483	gene:KLLA0_D00253g
Cluster4483	gene:KLLA0_D19953g
Cluster4483	gene-YBR298C
Cluster4484	snR68
Cluster4485	CAGL0M09779g
Cluster4486	gene-YOR008C-A
Cluster4487	gene-YNCE0016C
Cluster4487	CAGL0E03091r
Cluster4488	CAGL0L12078g
Cluster4489	CAGL0L09372g
Cluster4490	CAGL0A00429g
Cluster4491	CAGL0K00341g
Cluster4492	orf19.699
Cluster4493	CAGL0K01419g
Cluster4494	CAGL0J06622g
Cluster4495	CAGL0F08789g
Cluster4496	gene-YMR133W
Cluster4496	CAGL0K03905g
Cluster4496	gene:KLLA0_F17198g
Cluster4497	orf19.5507
Cluster4497	gene:KLLA0_F06622g
Cluster4497	gene-YBR247C
Cluster4497	CAGL0C01639g
Cluster4498	CAGL0M07722g
Cluster4499	CAGL0M07744g
Cluster4500	CAGL0M07942g
Cluster4501	CAGL0K12320g
Cluster4502	gene-YLR464W
Cluster4503	gene-YLR462W
Cluster4504	tL(CAA)4
Cluster4505	orf19.3791
Cluster4506	CAGL0M13585g
Cluster4507	gene:KLLA0_F22792g
Cluster4507	gene-YMR252C
Cluster4507	CAGL0H02541g
Cluster4508	orf19.4746
Cluster4508	gene-YPR169W
Cluster4508	gene:KLLA0_B10736g
Cluster4509	gene-YML113W
Cluster4509	CAGL0B02277g
Cluster4510	gene:KLLA0_E23277g
Cluster4510	gene-YBR201W
Cluster4510	CAGL0M05379g
Cluster4511	gene-YFR046C
Cluster4512	orf19.5700
Cluster4513	CAGL0G00099g
Cluster4514	CAGL0B04543g
Cluster4515	gene-YMR001C-A
Cluster4516	CAGL0M14069g
Cluster4517	CAGL0K08492g
Cluster4518	CAGL0G03135g
Cluster4519	orf19.215
Cluster4519	gene:KLLA0_F26004g
Cluster4519	CAGL0F06655g
Cluster4519	gene-YMR068W
Cluster4520	CAGL0C03003g
Cluster4520	gene-YCR051W
Cluster4520	gene:KLLA0_C09108g
Cluster4520	orf19.2256
Cluster4521	gene-YCL029C
Cluster4521	CAGL0B00924g
Cluster4521	gene:KLLA0_C01474g
Cluster4521	orf19.6170
Cluster4522	orf19.486
Cluster4522	CAGL0F03619g
Cluster4522	gene-YPL174C
Cluster4522	gene:KLLA0_C09691g
Cluster4523	gene-YIL112W
Cluster4523	gene:KLLA0_F03619g
Cluster4523	orf19.4728
Cluster4524	orf19.4725
Cluster4524	gene:KLLA0_C01826g
Cluster4524	gene-YLR182W
Cluster4525	gene-YDL056W
Cluster4525	gene:KLLA0_E05413g
Cluster4525	orf19.5855
Cluster4526	orf19.4545
Cluster4526	gene:KLLA0_E20791g
Cluster4526	CAGL0A04565g
Cluster4526	gene-YER111C
Cluster4527	orf19.5961
Cluster4527	CAGL0L06600g
Cluster4527	gene-YGR232W
Cluster4527	gene:KLLA0_E15709g
Cluster4528	orf19.5210
Cluster4528	gene-YIL101C
Cluster4528	gene:KLLA0_F04015g
Cluster4529	gene-YNCM0010W
Cluster4530	CAGL0M02607g
Cluster4531	gene-YNCD0003W
Cluster4532	gene:KLLA0_C09218g
Cluster4533	CAGL0E03113g
Cluster4534	gene-YNCO0016W
Cluster4535	CAGL0G02893g
Cluster4536	gene-YGR227C-A
Cluster4537	gene:KLLA0_B13123g
Cluster4538	CAGL0J01936g
Cluster4539	gene-YNCE0005W
Cluster4539	tS(AGA)2
Cluster4540	gene-YNCG0025C
Cluster4540	tS(AGA)1
Cluster4541	orf19.3399
Cluster4541	gene:KLLA0_C03652g
Cluster4541	gene-YDR485C
Cluster4542	tS(AGA)3
Cluster4542	gene-YNCB0006W
Cluster4542	CAGL0M08998r
Cluster4543	CAGL0L03432g
Cluster4544	orf19.6396
Cluster4544	gene:KLLA0_B05225g
Cluster4544	CAGL0L11154g
Cluster4544	gene-YML059C
Cluster4545	gene:KLLA0_C19316g
Cluster4546	gene:KLLA0_F23287g
Cluster4546	gene-YAL036C
Cluster4546	CAGL0M12122g
Cluster4546	orf19.5083
Cluster4547	orf19.1939
Cluster4547	gene:KLLA0_E02443g
Cluster4547	gene-YDR374C
Cluster4548	orf19.1708
Cluster4549	orf19.1606
Cluster4550	orf19.3226
Cluster4550	gene:KLLA0_E13311g
Cluster4550	CAGL0K01353g
Cluster4550	gene-YDL046W
Cluster4551	gene-YER033C
Cluster4551	gene:KLLA0_B00715g
Cluster4552	gene-YNCE0018W
Cluster4552	CAGL0H09570r
Cluster4553	gene-YML132W
Cluster4554	gene:KLLA0_C08151g
Cluster4554	gene-YIL056W
Cluster4554	CAGL0M12496g
Cluster4555	gene-YCR052W
Cluster4556	snR47
Cluster4557	orf19.3009
Cluster4558	CAGL0K04466r
Cluster4559	gene-YNCE0014W
Cluster4560	gene-YGL002W
Cluster4560	gene:KLLA0_E21385g
Cluster4561	gene-YNCG0045C
Cluster4562	orf19.6353
Cluster4563	gene:KLLA0_A08778g
Cluster4563	gene-YAR002C-A
Cluster4564	orf19.2959.1
Cluster4565	orf19.6354
Cluster4566	orf19.310
Cluster4567	orf19.1105.2
Cluster4568	gene-YOR002W
Cluster4568	gene:KLLA0_D01221g
Cluster4568	orf19.1843
Cluster4569	gene:KLLA0_F10769g
Cluster4569	CAGL0F07315g
Cluster4569	gene-YGL115W
Cluster4569	orf19.5768
Cluster4570	orf19.6903
Cluster4570	gene:KLLA0_F13948g
Cluster4570	gene-YKR025W
Cluster4570	CAGL0L03025g
Cluster4571	orf19.515
Cluster4571	gene:KLLA0_F09229g
Cluster4571	gene-YER137C
Cluster4572	orf19.7355
Cluster4572	gene-YNL025C
Cluster4572	CAGL0M06875g
Cluster4573	gene:KLLA0_F03883g
Cluster4573	gene-YNL045W
Cluster4573	orf19.992
Cluster4574	orf19.2369
Cluster4574	gene-YNL261W
Cluster4574	gene:KLLA0_C02607g
Cluster4575	gene-YHR132C
Cluster4575	gene:KLLA0_F27929g
Cluster4575	orf19.299
Cluster4576	gene-YLL006W
Cluster4576	gene:KLLA0_F15796g
Cluster4576	orf19.4187
Cluster4577	orf19.2149
Cluster4577	gene:KLLA0_E14059g
Cluster4577	gene-YPR003C
Cluster4578	orf19.6923.1
Cluster4579	orf19.5723
Cluster4580	orf19.1652
Cluster4581	gene:KLLA0_E00441g
Cluster4581	CAGL0E04070g
Cluster4581	gene-YHL039W
Cluster4582	orf19.2072
Cluster4583	gene-YNL142W
Cluster4583	CAGL0J06028g
Cluster4583	gene:KLLA0_D07744g
Cluster4584	gene-Q0115
Cluster4585	gene:KLLA0_F15994g
Cluster4585	gene-YOR042W
Cluster4586	gene-YNL117W
Cluster4587	gene-YFL060C
Cluster4588	gene-YNL334C
Cluster4589	gene:KLLA0_F20504g
Cluster4589	gene-YLR260W
Cluster4590	CAGL0I08789g
Cluster4591	CAGL0I06094g
Cluster4592	gene:KLLA0_C14850g
Cluster4593	CAGL0J04488g
Cluster4594	CAGL0I06116g
Cluster4595	orf19.7611
Cluster4595	gene:KLLA0_E16347g
Cluster4595	CAGL0K00803g
Cluster4595	gene-YLR043C
Cluster4596	CAGL0J05236g
Cluster4597	CAGL0I06138g
Cluster4598	CAGL0E01661g
Cluster4599	CAGL0L04004g
Cluster4600	CAGL0H06347g
Cluster4601	gene:KLLA0_C01111g
Cluster4601	gene-YCL043C
Cluster4601	orf19.5130
Cluster4602	gene-YCR083W
Cluster4602	gene:KLLA0_F10351g
Cluster4602	orf19.2516
Cluster4603	orf19.5986
Cluster4603	gene:KLLA0_A00198g
Cluster4603	CAGL0M01166g
Cluster4603	gene-YGR144W
Cluster4604	gene-YJR057W
Cluster4604	orf19.1137
Cluster4605	orf19.1359
Cluster4605	gene:KLLA0_F26026g
Cluster4605	gene-YMR067C
Cluster4606	orf19.4760
Cluster4606	CAGL0C01331g
Cluster4606	gene-YIL110W
Cluster4606	gene:KLLA0_F03663g
Cluster4607	gene-YBR060C
Cluster4607	gene:KLLA0_F18590g
Cluster4607	orf19.5358
Cluster4608	orf19.2803
Cluster4608	gene:KLLA0_F18546g
Cluster4608	gene-YDR044W
Cluster4609	orf19.5818
Cluster4609	gene:KLLA0_C10406g
Cluster4609	CAGL0H01375g
Cluster4609	gene-YDR297W
Cluster4610	orf19.439
Cluster4610	gene:KLLA0_C10439g
Cluster4610	gene-YDR296W
Cluster4611	orf19.3939
Cluster4611	gene-YJR088C
Cluster4611	CAGL0M09185g
Cluster4611	gene:KLLA0_E06117g
Cluster4612	orf19.6511
Cluster4612	CAGL0M03091g
Cluster4612	gene-YJL087C
Cluster4612	gene:KLLA0_F14399g
Cluster4613	gene-YMR130W
Cluster4613	gene:KLLA0_F17325g
Cluster4613	orf19.2076
Cluster4614	gene:KLLA0_E03301g
Cluster4614	CAGL0K09438g
Cluster4614	gene-YOR144C
Cluster4614	orf19.7621
Cluster4615	gene-YER136W
Cluster4615	gene:KLLA0_F09185g
Cluster4615	orf19.7261
Cluster4616	gene:KLLA0_F09812g
Cluster4616	gene-YGL123W
Cluster4616	CAGL0F07073g
Cluster4616	orf19.3334
Cluster4617	gene-YEL035C
Cluster4618	orf19.589
Cluster4618	gene-YOR089C
Cluster4618	gene:KLLA0_C13728g
Cluster4619	gene:KLLA0_B03003g
Cluster4619	gene-YDL073W
Cluster4620	orf19.1702
Cluster4620	gene:KLLA0_C13563g
Cluster4620	gene-YOR094W
Cluster4621	orf19.2725
Cluster4622	gene-YKR085C
Cluster4622	gene:KLLA0_A07755g
Cluster4623	orf19.5493
Cluster4623	gene:KLLA0_C05126g
Cluster4623	gene-YLR293C
Cluster4624	CAGL0J09262g
Cluster4625	CAGL0M06985g
Cluster4626	gene-YLR173W
Cluster4626	gene:KLLA0_F22858g
Cluster4627	gene-YLR263W
Cluster4627	gene:KLLA0_F20405g
Cluster4628	orf19.5522
Cluster4629	orf19.1166
Cluster4629	gene-YBL047C
Cluster4629	gene:KLLA0_E05787g
Cluster4630	orf19.1229
Cluster4630	gene:KLLA0_A00869g
Cluster4630	CAGL0H07821g
Cluster4630	gene-YGL238W
Cluster4631	orf19.4893
Cluster4632	orf19.4895
Cluster4633	orf19.3450.1
Cluster4634	gene-YPL257W
Cluster4635	gene-YOR326W
Cluster4635	gene:KLLA0_A03905g
Cluster4635	gene-YAL029C
Cluster4635	orf19.5015
Cluster4636	orf19.3700
Cluster4636	gene-YHR117W
Cluster4637	gene:KLLA0_C01540g
Cluster4637	gene-YCL027W
Cluster4637	CAGL0B00968g
Cluster4637	orf19.1156
Cluster4638	gene:KLLA0_D14971g
Cluster4638	gene-YGR094W
Cluster4638	CAGL0G03091g
Cluster4638	orf19.1295
Cluster4639	CAGL0I09240g
Cluster4640	orf19.4312
Cluster4640	gene:KLLA0_F08811g
Cluster4640	gene-YLR055C
Cluster4641	CAGL0A03927g
Cluster4642	CAGL0H01397g
Cluster4643	CAGL0M06039g
Cluster4644	gene-YNCA0001W
Cluster4645	CAGL0F02101g
Cluster4646	CAGL0F02079g
Cluster4647	CAGL0C05555g
Cluster4648	CAGL0C05577g
Cluster4649	CAGL0A00385g
Cluster4650	CAGL0F06479g
Cluster4651	CAGL0L10472g
Cluster4652	gene:KLLA0_F01595g
Cluster4653	orf19.7157
Cluster4654	orf19.2916
Cluster4655	orf19.2914
Cluster4656	orf19.292
Cluster4657	orf19.2917.1
Cluster4658	orf19.1666
Cluster4659	orf19.6528
Cluster4660	CaalfMp12
Cluster4661	CaalfMp13
Cluster4662	CAGL0D04488g
Cluster4662	gene-YPR116W
Cluster4662	gene:KLLA0_D15125g
Cluster4663	gene:KLLA0_E22419g
Cluster4663	gene-YJR043C
Cluster4664	gene-YNCM0035C
Cluster4665	gene-YNCF0011C
Cluster4666	CAGL0J05786g
Cluster4667	orf19.287
Cluster4668	orf19.2870
Cluster4669	CAGL0I03234g
Cluster4670	orf19.6898.1
Cluster4671	CAGL0I09020r
Cluster4671	gene-YNCJ0005C
Cluster4672	gene-YNCD0004W
Cluster4673	gene-YNCP0022W
Cluster4673	CAGL0F04675r
Cluster4674	CAGL0M07546g
Cluster4674	gene-YNCK0019W
Cluster4675	orf19.4647
Cluster4675	gene-YBL021C
Cluster4675	gene:KLLA0_E10429g
Cluster4676	orf19.4909
Cluster4676	gene:KLLA0_D07810g
Cluster4676	gene-YNL161W
Cluster4677	gene:KLLA0_E09725g
Cluster4678	gene-YMR175W
Cluster4679	orf19.2711
Cluster4679	gene-YGR200C
Cluster4679	gene:KLLA0_F22000g
Cluster4680	orf19.3581
Cluster4680	gene:KLLA0_E23541g
Cluster4680	gene-YBR195C
Cluster4681	orf19.2324
Cluster4681	gene:KLLA0_E21363g
Cluster4681	gene-YHR111W
Cluster4682	orf19.6347
Cluster4682	gene:KLLA0_E21187g
Cluster4682	CAGL0A02772g
Cluster4682	gene-YDR364C
Cluster4683	gene-YIL046W
Cluster4683	gene:KLLA0_F27511g
Cluster4683	orf19.3301
Cluster4684	orf19.6109
Cluster4684	gene:KLLA0_F10263g
Cluster4684	gene-YCR084C
Cluster4684	CAGL0C03608g
Cluster4685	orf19.3457
Cluster4685	gene:KLLA0_E24487g
Cluster4685	gene-YBR175W
Cluster4686	orf19.6906
Cluster4686	gene:KLLA0_E12277g
Cluster4686	gene-YMR116C
Cluster4687	gene:KLLA0_B01958g
Cluster4687	gene-YGL137W
Cluster4687	orf19.3467
Cluster4688	gene:KLLA0_E15863g
Cluster4688	CAGL0L06578g
Cluster4688	gene-YGR225W
Cluster4688	orf19.5954
Cluster4689	CAGL0L05500g
Cluster4690	orf19.3466
Cluster4690	gene:KLLA0_B01980g
Cluster4690	gene-YGL136C
Cluster4691	gene-YOL001W
Cluster4691	gene:KLLA0_D01287g
Cluster4691	orf19.5755
Cluster4692	gene:KLLA0_B08778g
Cluster4693	CAGL0F03883g
Cluster4693	gene:KLLA0_C07238g
Cluster4694	CAGL0J03102g
Cluster4695	orf19.5852
Cluster4696	gene-YNCG0008W
Cluster4697	CAGL0B00946g
Cluster4698	CAGL0G07271g
Cluster4699	CAGL0I01034g
Cluster4700	CAGL0E01353g
Cluster4701	orf19.4878
Cluster4702	CAGL0M00132g
Cluster4703	gene:KLLA0_A03025g
Cluster4703	gene-YER145C
Cluster4703	CAGL0I06743g
Cluster4703	orf19.7231
Cluster4703	orf19.7219
Cluster4704	gene-YPL179W
Cluster4704	orf19.5758
Cluster4705	gene:KLLA0_F14619g
Cluster4705	gene-YGR167W
Cluster4705	orf19.4594
Cluster4706	gene:KLLA0_E15995g
Cluster4706	gene-YHR148W
Cluster4706	orf19.7488
Cluster4707	orf19.2939
Cluster4707	gene:KLLA0_D05731g
Cluster4707	gene-YFL046W
Cluster4707	CAGL0K12870g
Cluster4708	orf19.7492
Cluster4708	gene:KLLA0_C18315g
Cluster4708	gene-YGR002C
Cluster4709	gene-YOR252W
Cluster4709	gene:KLLA0_C09889g
Cluster4709	orf19.4793
Cluster4710	CAGL0L08822g
Cluster4710	gene-YPL009C
Cluster4710	gene:KLLA0_F27335g
Cluster4710	orf19.2582
Cluster4711	orf19.2867
Cluster4711	gene-YOR069W
Cluster4711	gene:KLLA0_F16643g
Cluster4712	gene-YPL193W
Cluster4712	CAGL0G09218g
Cluster4712	gene:KLLA0_E19339g
Cluster4712	orf19.259
Cluster4713	orf19.3637
Cluster4714	CAGL0K00693g
Cluster4714	gene-YJL187C
Cluster4714	gene:KLLA0_B07579g
Cluster4714	orf19.4867
Cluster4715	snR3a
Cluster4716	CAGL0K10824g
Cluster4717	orf19.3350
Cluster4717	CAGL0F02695g
Cluster4717	gene-YDR405W
Cluster4717	gene:KLLA0_B05599g
Cluster4718	orf19.3406
Cluster4718	gene:KLLA0_F25784g
Cluster4718	gene-YHL008C
Cluster4719	orf19.5971
Cluster4719	gene:KLLA0_E15819g
Cluster4719	gene-YHR151C
Cluster4720	orf19.2362
Cluster4720	gene-YOR287C
Cluster4720	gene:KLLA0_C06842g
Cluster4721	CAGL0E05720g
Cluster4722	orf19.5408
Cluster4722	gene:KLLA0_C07535g
Cluster4722	gene-YOR267C
Cluster4722	CAGL0C02893g
Cluster4723	gene-YBR035C
Cluster4723	gene:KLLA0_B07062g
Cluster4723	orf19.550
Cluster4724	gene:KLLA0_F23584g
Cluster4724	gene-YNL107W
Cluster4724	orf19.5501
Cluster4725	gene-YLR244C
Cluster4725	CAGL0G08250g
Cluster4725	gene:KLLA0_D18436g
Cluster4725	orf19.3124
Cluster4726	CAGL0M10725g
Cluster4727	gene-YAR002W
Cluster4727	gene:KLLA0_A08756g
Cluster4727	orf19.2901
Cluster4728	gene:KLLA0_D05401g
Cluster4728	CAGL0F01595g
Cluster4728	gene-YLR066W
Cluster4728	orf19.4930
Cluster4729	CAGL0I00308g
Cluster4730	CAGL0I00286g
Cluster4731	orf19.5027
Cluster4731	gene:KLLA0_D02134g
Cluster4731	gene-YDR062W
Cluster4731	CAGL0G05071g
Cluster4732	CAGL0E03421g
Cluster4733	CAGL0I08745g
Cluster4734	gene:KLLA0_F03080g
Cluster4734	gene-YMR311C
Cluster4734	orf19.2710
Cluster4735	orf19.4299
Cluster4735	gene-YDR268W
Cluster4735	gene:KLLA0_E21825g
Cluster4736	CAGL0F08767g
Cluster4737	orf19.669
Cluster4737	gene:KLLA0_C01936g
Cluster4737	CAGL0J08371g
Cluster4737	gene-YNL279W
Cluster4738	orf19.1803
Cluster4738	gene-YGL155W
Cluster4738	gene:KLLA0_E08889g
Cluster4739	gene:KLLA0_F07161g
Cluster4739	gene-YDL090C
Cluster4739	CAGL0L07106g
Cluster4739	orf19.5046
Cluster4740	gene-YMR246W
Cluster4740	orf19.7592
Cluster4741	orf19.5155
Cluster4741	CAGL0L03608g
Cluster4741	gene-YKR027W
Cluster4742	CAGL0F08811g
Cluster4743	orf19.4991
Cluster4743	CAGL0L05962g
Cluster4743	gene-YGL178W
Cluster4743	gene:KLLA0_E13597g
Cluster4744	gene-YGL014W
Cluster4744	gene:KLLA0_A09097g
Cluster4744	orf19.5381
Cluster4745	gene:KLLA0_F00968g
Cluster4745	gene-YOR202W
Cluster4745	CAGL0L02937g
Cluster4745	orf19.183
Cluster4746	CAGL0L05918g
Cluster4747	CAGL0E02959g
Cluster4748	CAGL0G07579g
Cluster4749	CAGL0L06886g
Cluster4750	CaglfMt31
Cluster4751	CAGL0L06754g
Cluster4752	CAGL0H04807g
Cluster4753	CAGL0M08492g
Cluster4754	CAGL0E01331g
Cluster4755	CAGL0J01994r
Cluster4756	gene:KLLA0_F13618g
Cluster4756	gene-YMR086W
Cluster4757	CAGL0G07557g
Cluster4758	orf19.1488
Cluster4759	orf19.1490.1
Cluster4760	orf19.11
Cluster4761	CAGL0B04939g
Cluster4762	orf19.4476
Cluster4763	gene:KLLA0_A03399g
Cluster4764	gene:KLLA0_D11286g
Cluster4765	orf19.255
Cluster4766	orf19.4649
Cluster4767	orf19.4477
Cluster4768	orf19.4524
Cluster4769	orf19.1926
Cluster4770	gene-YMR168C
Cluster4770	CAGL0F07755g
Cluster4770	gene:KLLA0_D09977g
Cluster4771	orf19.7317
Cluster4772	gene:KLLA0_E13993g
Cluster4773	gene-YDL230W
Cluster4773	CAGL0C05423g
Cluster4773	orf19.6365
Cluster4774	gene-YNR063W
Cluster4774	gene:KLLA0_C19228g
Cluster4775	gene-YKR064W
Cluster4775	CAGL0M05907g
Cluster4775	gene:KLLA0_A06039g
Cluster4776	orf19.4145
Cluster4777	orf19.431
Cluster4778	orf19.7583
Cluster4779	orf19.3187
Cluster4780	gene-YOR174W
Cluster4780	gene:KLLA0_F20185g
Cluster4780	orf19.1878
Cluster4781	orf19.3128
Cluster4781	gene:KLLA0_D18480g
Cluster4781	CAGL0F05665g
Cluster4781	gene-YDR189W
Cluster4782	orf19.1773
Cluster4782	gene:KLLA0_D19294g
Cluster4782	CAGL0K04917g
Cluster4782	gene-YNL216W
Cluster4783	CAGL0M03641g
Cluster4783	gene-YNL293W
Cluster4783	gene:KLLA0_A07491g
Cluster4783	orf19.578
Cluster4783	gene-YOL112W
Cluster4784	orf19.2288
Cluster4784	gene-YJR064W
Cluster4784	gene:KLLA0_B13882g
Cluster4785	gene-YAR009C
Cluster4785	orf19.2372
Cluster4785	gene-YLR035C-A
Cluster4785	orf19.2669
Cluster4786	orf19.3065
Cluster4786	gene:KLLA0_A08492g
Cluster4787	orf19.3365
Cluster4787	gene:KLLA0_D07568g
Cluster4788	orf19.6544
Cluster4788	gene-YOR227W
Cluster4789	CAGL0C00253g
Cluster4790	CAGL0C01925g
Cluster4791	CAGL0L08114g
Cluster4792	CAGL0C01969g
Cluster4793	CAGL0C01991g
Cluster4794	CAGL0C02057g
Cluster4795	CAGL0C02079g
Cluster4796	CAGL0K06523g
Cluster4797	orf19.7167
Cluster4798	CAGL0I07315g
Cluster4799	orf19.3210
Cluster4800	gene:KLLA0_E09153g
Cluster4801	orf19.2734
Cluster4802	CAGL0M06215g
Cluster4803	orf19.2851
Cluster4804	orf19.1403
Cluster4805	orf19.2337
Cluster4806	orf19.2810
Cluster4807	orf19.7056
Cluster4808	orf19.651
Cluster4809	gene-YPL033C
Cluster4809	CAGL0L07018g
Cluster4810	orf19.4940
Cluster4811	orf19.3310
Cluster4812	gene:KLLA0_A02475g
Cluster4812	orf19.944
Cluster4813	gene-YOR162C
Cluster4813	gene:KLLA0_F09559g
Cluster4814	orf19.1395
Cluster4814	gene-YER053C
Cluster4815	gene:KLLA0_C11341g
Cluster4815	gene-YIL139C
Cluster4816	orf19.6070
Cluster4816	gene-YDR039C
Cluster4816	gene:KLLA0_F20658g
Cluster4817	gene-YHR011W
Cluster4817	CAGL0E04400g
Cluster4817	gene:KLLA0_E03433g
Cluster4817	orf19.1201
Cluster4818	gene:KLLA0_A09031g
Cluster4818	gene-YGL008C
Cluster4818	orf19.5383
Cluster4819	gene:KLLA0_E14587g
Cluster4819	CAGL0K12034g
Cluster4819	gene-YDR040C
Cluster4819	orf19.5170
Cluster4820	orf19.1406
Cluster4821	orf19.2936
Cluster4822	CAGL0G05984g
Cluster4822	gene-YNL160W
Cluster4823	tE(UUC)6
Cluster4824	gene-YGR161C-D
Cluster4825	gene-YHR214C-B
Cluster4826	gene-YER138C
Cluster4827	gene-YDR034C-C
Cluster4828	CAGL0A02838g
Cluster4829	CAGL0M03663g
Cluster4830	gene-YHR214C-C
Cluster4831	gene:KLLA0_C18513g
Cluster4831	CAGL0G00594g
Cluster4831	gene-YGL001C
Cluster4831	orf19.2909
Cluster4832	snR71
Cluster4833	orf19.6680
Cluster4834	orf19.4573
Cluster4835	orf19.4531
Cluster4835	gene:KLLA0_C04477g
Cluster4835	gene-YOL075C
Cluster4836	CAGL0L12034g
Cluster4837	CAGL0J00605g
Cluster4838	CAGL0I01276g
Cluster4839	CAGL0H03883g
Cluster4840	CAGL0D01166g
Cluster4841	gene-YNCF0007W
Cluster4842	CAGL0F07007g
Cluster4843	CAGL0J00693g
Cluster4844	CAGL0J00627g
Cluster4845	CAGL0I01232g
Cluster4846	CAGL0M00770g
Cluster4847	orf19.3499
Cluster4848	tE(UUC)4
Cluster4849	CAGL0I08019g
Cluster4850	orf19.5474
Cluster4851	CAGL0D00814g
Cluster4852	orf19.5472
Cluster4853	CAGL0L02585g
Cluster4854	orf19.5524
Cluster4855	orf19.5588
Cluster4856	CAGL0L02607g
Cluster4857	CAGL0M03399g
Cluster4858	gene-YAL063C-A
Cluster4859	gene-YMR182W-A
Cluster4860	orf19.605
Cluster4861	orf19.5439
Cluster4862	CAGL0K00319g
Cluster4863	CAGL0J03938g
Cluster4864	gene:KLLA0_D12826g
Cluster4864	gene-YPL245W
Cluster4865	CAGL0M04191g
Cluster4866	CAGL0B03685g
Cluster4867	CAGL0K01991g
Cluster4868	CAGL0M07271g
Cluster4869	gene-YNCE0008C
Cluster4870	CAGL0F07645g
Cluster4871	CAGL0M07337g
Cluster4872	CAGL0B03663g
Cluster4873	CAGL0G02299g
Cluster4874	gene-YKR046C
Cluster4874	gene:KLLA0_E15027g
Cluster4875	orf19.6073
Cluster4875	gene-YLR205C
Cluster4875	gene:KLLA0_D12474g
Cluster4876	gene-YIL087C
Cluster4876	gene:KLLA0_E08603g
Cluster4876	orf19.1852
Cluster4877	orf19.2823
Cluster4877	gene:KLLA0_B11495g
Cluster4877	gene-YPR065W
Cluster4878	gene:KLLA0_B05115g
Cluster4878	gene-YLR440C
Cluster4878	orf19.6134
Cluster4879	gene:KLLA0_F08481g
Cluster4879	gene-YMR240C
Cluster4879	CAGL0M05181g
Cluster4879	orf19.7581
Cluster4880	gene:KLLA0_A03245g
Cluster4880	gene-YDL201W
Cluster4880	orf19.3798
Cluster4881	orf19.3077
Cluster4881	gene-YDR359C
Cluster4881	gene:KLLA0_E21451g
Cluster4882	gene-YKR080W
Cluster4882	CAGL0G02189g
Cluster4882	gene:KLLA0_A07953g
Cluster4882	orf19.3810
Cluster4883	gene:KLLA0_D16731g
Cluster4883	gene-YDR158W
Cluster4883	orf19.1559
Cluster4884	orf19.3557
Cluster4884	gene:KLLA0_B01133g
Cluster4884	CAGL0J10604g
Cluster4884	gene-YDR437W
Cluster4885	gene-YDR361C
Cluster4885	gene:KLLA0_E21429g
Cluster4885	orf19.6346
Cluster4886	orf19.2065
Cluster4886	gene:KLLA0_B04422g
Cluster4886	gene-YIR029W
Cluster4887	CAGL0E05170g
Cluster4888	gene-YBR242W
Cluster4888	CAGL0C01749g
Cluster4889	CAGL0F07271g
Cluster4890	CAGL0F07777g
Cluster4891	CAGL0D05192g
Cluster4892	CAGL0I04202g
Cluster4893	CAGL0I04092g
Cluster4894	CAGL0J00495g
Cluster4895	orf19.5126
Cluster4896	CAGL0M01980g
Cluster4897	CAGL0E00935g
Cluster4898	CAGL0L06820g
Cluster4899	CAGL0H06963g
Cluster4900	gene:KLLA0_C01276g
Cluster4901	gene-YPR158W-A
Cluster4902	CAGL0L00847g
Cluster4903	gene:KLLA0_A09559g
Cluster4904	gene-YDR316W-A
Cluster4905	gene-YLR312C
Cluster4906	CAGL0F05753g
Cluster4907	CAGL0L12100g
Cluster4908	CAGL0I03762g
Cluster4909	CAGL0J00429g
Cluster4910	CAGL0F05731g
Cluster4911	CAGL0M07403g
Cluster4912	CAGL0F05775g
Cluster4913	CAGL0F05995g
Cluster4914	CAGL0L11814g
Cluster4915	CAGL0E03003g
Cluster4916	CAGL0I02728g
Cluster4917	orf19.2638.1
Cluster4918	orf19.201
Cluster4919	CAGL0J03256g
Cluster4920	CAGL0L06446g
Cluster4921	CAGL0L01573g
Cluster4922	gene:KLLA0_A06842g
Cluster4923	gene-YOR192C-B
